Source,Target,Type,Weight
TannerBeymer,MigTorres314,undirected,19925.183333333334
SpencerRicks,MigTorres314,undirected,19943.316666666666
SpencerRicks,tiniskwerl,undirected,19935.633333333335
JimmyXJames,CaseyCorliss,undirected,19989.416666666668
JimmyXJames,WxManAJB,undirected,19939.333333333332
CaseyCorliss,WxManAJB,undirected,19949.916666666668
KateManning10,KVUE,undirected,19955.9
KateManning10,KBow5,undirected,19938.383333333335
cbs11doug,tiniskwerl,undirected,19993.2
KVUE,KBow5,undirected,19982.483333333334
